State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,WEST GODAVARI,2010,Whole Year ,Tobacco,28168.0,52357.0
Andhra Pradesh,WEST GODAVARI,2011,Kharif     ,Maize,3171.0,18579.0
Andhra Pradesh,WEST GODAVARI,2011,Kharif     ,Rice,240266.0,764242.0
Andhra Pradesh,WEST GODAVARI,2011,Rabi       ,Maize,45188.0,306058.0
Andhra Pradesh,WEST GODAVARI,2011,Rabi       ,Rice,123519.0,544225.0
Andhra Pradesh,WEST GODAVARI,2011,Whole Year ,Banana,10098.0,348290.0
Andhra Pradesh,WEST GODAVARI,2011,Whole Year ,Coconut ,20551.0,343423125.0
Andhra Pradesh,WEST GODAVARI,2011,Whole Year ,Sugarcane,27054.0,2506788.0
Andhra Pradesh,WEST GODAVARI,2011,Whole Year ,Tobacco,25908.0,47275.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Maize,3392.0,15681.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Mango,6971.0,101832.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Papaya,307.0,33442.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Rice,242832.0,482993.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Sugarcane,24411.0,2174825.0
Andhra Pradesh,WEST GODAVARI,2012,Rabi       ,Maize,49482.0,301197.0
Andhra Pradesh,WEST GODAVARI,2012,Rabi       ,Rice,179674.0,806377.0
Andhra Pradesh,WEST GODAVARI,2012,Rabi       ,Tobacco,26693.0,46701.0
Andhra Pradesh,WEST GODAVARI,2012,Whole Year ,Coconut ,20196.0,405213000.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Maize,3156.0,12649.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Mango,7904.0,62600.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Papaya,327.0,32012.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Rice,240396.0,521419.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Sugarcane,24026.0,2214048.0
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,Maize,50712.0,369082.0
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,Rice,180223.0,820916.0
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,Tobacco,26471.0,45260.0
Andhra Pradesh,WEST GODAVARI,2013,Whole Year ,Banana,9460.0,205367.0
Andhra Pradesh,WEST GODAVARI,2013,Whole Year ,Coconut ,21355.0,448904000.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Maize,2637.0,15445.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Mango,7614.0,104022.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Papaya,229.0,18034.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Rice,231475.0,733313.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Sugarcane,19090.0,1732242.0
Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Maize,52635.0,354444.0
Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Rice,177811.0,891011.0
Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Tobacco,28046.0,89107.0
Andhra Pradesh,WEST GODAVARI,2014,Whole Year ,Coconut ,21729.0,718991000.0
Andhra Pradesh,WEST GODAVARI,2014,Whole Year ,Rice,409286.0,1624324.0
Arunachal Pradesh,ANJAW,2004,Kharif     ,Maize,2453.0,2674.0
Arunachal Pradesh,ANJAW,2004,Kharif     ,Rice,3342.0,1914.0
Arunachal Pradesh,ANJAW,2004,Rabi       ,Wheat,30.0,60.0
Arunachal Pradesh,ANJAW,2004,Whole Year ,Sugarcane,5.0,50.0
Arunachal Pradesh,ANJAW,2005,Kharif     ,Maize,3000.0,2700.0
Arunachal Pradesh,ANJAW,2005,Kharif     ,Rice,3400.0,5000.0
Arunachal Pradesh,ANJAW,2005,Rabi       ,Wheat,32.0,65.0
Arunachal Pradesh,ANJAW,2005,Whole Year ,Sugarcane,7.0,70.0
Arunachal Pradesh,ANJAW,2006,Kharif     ,Maize,3234.0,3719.0
Arunachal Pradesh,ANJAW,2006,Kharif     ,Rice,4060.0,3004.0
Arunachal Pradesh,ANJAW,2006,Rabi       ,Wheat,34.0,73.0
Arunachal Pradesh,ANJAW,2006,Whole Year ,Sugarcane,7.0,7.0
Arunachal Pradesh,ANJAW,2007,Kharif     ,Maize,3360.0,3763.0
Arunachal Pradesh,ANJAW,2007,Kharif     ,Rice,4085.0,2530.0
Arunachal Pradesh,ANJAW,2007,Rabi       ,Wheat,30.0,48.0
Arunachal Pradesh,ANJAW,2007,Whole Year ,Sugarcane,6.0,36.0
Arunachal Pradesh,ANJAW,2008,Kharif     ,Maize,3461.0,4049.0
Arunachal Pradesh,ANJAW,2008,Kharif     ,Rice,3901.0,2516.0
Arunachal Pradesh,ANJAW,2008,Rabi       ,Wheat,30.0,49.0
Arunachal Pradesh,ANJAW,2008,Whole Year ,Sugarcane,7.0,38.0
Arunachal Pradesh,ANJAW,2009,Kharif     ,Maize,3490.0,4257.0
Arunachal Pradesh,ANJAW,2009,Kharif     ,Rice,3945.0,2355.33
Arunachal Pradesh,ANJAW,2009,Rabi       ,Wheat,25.0,37.0
Arunachal Pradesh,ANJAW,2009,Whole Year ,Sugarcane,6.0,31.0
Arunachal Pradesh,ANJAW,2010,Kharif     ,Maize,3450.0,4485.0
Arunachal Pradesh,ANJAW,2010,Kharif     ,Rice,3949.0,3631.0
Arunachal Pradesh,ANJAW,2010,Rabi       ,Wheat,10.0,15.0
Arunachal Pradesh,ANJAW,2011,Kharif     ,Maize,3560.0,4747.0
Arunachal Pradesh,ANJAW,2011,Kharif     ,Rice,3489.0,2988.0
Arunachal Pradesh,ANJAW,2011,Rabi       ,Wheat,10.0,16.0
Arunachal Pradesh,ANJAW,2012,Kharif     ,Maize,3995.0,3885.0
Arunachal Pradesh,ANJAW,2012,Kharif     ,Rice,3561.0,2996.0
Arunachal Pradesh,ANJAW,2012,Rabi       ,Wheat,13.0,20.0
Arunachal Pradesh,ANJAW,2013,Kharif     ,Maize,3595.0,3885.0
Arunachal Pradesh,ANJAW,2013,Kharif     ,Rice,3561.0,2624.0
Arunachal Pradesh,ANJAW,2013,Rabi       ,Wheat,13.0,20.0
Arunachal Pradesh,ANJAW,2014,Kharif     ,Maize,1290.0,3197.0
Arunachal Pradesh,ANJAW,2014,Kharif     ,Rice,3561.0,2394.0
Arunachal Pradesh,CHANGLANG,1997,Kharif     ,Maize,1520.0,2725.0
Arunachal Pradesh,CHANGLANG,1997,Kharif     ,Rice,11500.0,13800.0
Arunachal Pradesh,CHANGLANG,1997,Rabi       ,Sugarcane,230.0,4695.0
Arunachal Pradesh,CHANGLANG,1997,Rabi       ,Wheat,240.0,260.0
Arunachal Pradesh,CHANGLANG,1998,Kharif     ,Maize,1575.0,2450.0
Arunachal Pradesh,CHANGLANG,1998,Kharif     ,Rice,11550.0,14316.0
Arunachal Pradesh,CHANGLANG,1998,Rabi       ,Wheat,225.0,230.0
Arunachal Pradesh,CHANGLANG,1998,Whole Year ,Sugarcane,240.0,4650.0
Arunachal Pradesh,CHANGLANG,1999,Kharif     ,Maize,1620.0,2610.0
Arunachal Pradesh,CHANGLANG,1999,Kharif     ,Rice,11600.0,13733.0
Arunachal Pradesh,CHANGLANG,1999,Rabi       ,Wheat,225.0,235.0
Arunachal Pradesh,CHANGLANG,1999,Whole Year ,Sugarcane,255.0,4800.0
Arunachal Pradesh,CHANGLANG,2000,Kharif     ,Maize,864.0,1322.0
Arunachal Pradesh,CHANGLANG,2000,Kharif     ,Rice,11925.0,16387.0
Arunachal Pradesh,CHANGLANG,2000,Rabi       ,Wheat,225.0,235.0
Arunachal Pradesh,CHANGLANG,2000,Whole Year ,Sugarcane,215.0,648.0
Arunachal Pradesh,CHANGLANG,2001,Kharif     ,Maize,985.0,1473.0
Arunachal Pradesh,CHANGLANG,2001,Kharif     ,Rice,11857.0,16250.0
Arunachal Pradesh,CHANGLANG,2001,Rabi       ,Wheat,200.0,220.0
Arunachal Pradesh,CHANGLANG,2001,Whole Year ,Sugarcane,220.0,605.0
Arunachal Pradesh,CHANGLANG,2002,Kharif     ,Maize,915.0,1373.0
Arunachal Pradesh,CHANGLANG,2002,Kharif     ,Rice,11860.0,16780.0
Arunachal Pradesh,CHANGLANG,2002,Rabi       ,Wheat,200.0,320.0
Arunachal Pradesh,CHANGLANG,2002,Whole Year ,Sugarcane,170.0,510.0
Arunachal Pradesh,CHANGLANG,2003,Kharif     ,Maize,918.0,1432.0
Arunachal Pradesh,CHANGLANG,2003,Kharif     ,Rice,11867.0,18508.0
Arunachal Pradesh,CHANGLANG,2003,Rabi       ,Wheat,205.0,392.0
Arunachal Pradesh,CHANGLANG,2003,Whole Year ,Sugarcane,145.0,975.0
Arunachal Pradesh,CHANGLANG,2004,Kharif     ,Maize,920.0,1440.0
Arunachal Pradesh,CHANGLANG,2004,Kharif     ,Rice,11885.0,18630.0
Arunachal Pradesh,CHANGLANG,2004,Rabi       ,Wheat,210.0,401.0
Arunachal Pradesh,CHANGLANG,2004,Whole Year ,Sugarcane,100.0,1600.0
Arunachal Pradesh,CHANGLANG,2005,Kharif     ,Maize,1460.0,2090.0
Arunachal Pradesh,CHANGLANG,2005,Kharif     ,Rice,11905.0,18667.0
Arunachal Pradesh,CHANGLANG,2005,Rabi       ,Wheat,160.0,240.0
Arunachal Pradesh,CHANGLANG,2005,Whole Year ,Sugarcane,214.0,1498.0
Arunachal Pradesh,CHANGLANG,2006,Kharif     ,Maize,762.0,1204.0
Arunachal Pradesh,CHANGLANG,2006,Kharif     ,Rice,6191.0,10606.0
Arunachal Pradesh,CHANGLANG,2006,Rabi       ,Wheat,170.0,283.0
Arunachal Pradesh,CHANGLANG,2006,Whole Year ,Sugarcane,392.0,2779.0
Arunachal Pradesh,CHANGLANG,2007,Kharif     ,Maize,1181.0,1759.0
Arunachal Pradesh,CHANGLANG,2007,Kharif     ,Rice,15622.0,27398.0
Arunachal Pradesh,CHANGLANG,2007,Rabi       ,Wheat,268.0,482.0
Arunachal Pradesh,CHANGLANG,2007,Whole Year ,Sugarcane,426.0,4899.0
Arunachal Pradesh,CHANGLANG,2008,Kharif     ,Maize,1227.0,1346.0
Arunachal Pradesh,CHANGLANG,2008,Kharif     ,Rice,16763.0,35010.0
Arunachal Pradesh,CHANGLANG,2008,Rabi       ,Wheat,274.0,548.0
Arunachal Pradesh,CHANGLANG,2008,Whole Year ,Sugarcane,480.0,6211.0
Arunachal Pradesh,CHANGLANG,2009,Kharif     ,Maize,635.0,794.0
Arunachal Pradesh,CHANGLANG,2009,Kharif     ,Rice,8519.0,15639.33
Arunachal Pradesh,CHANGLANG,2009,Rabi       ,Wheat,285.0,576.0
Arunachal Pradesh,CHANGLANG,2009,Whole Year ,Sugarcane,545.0,7090.0
Arunachal Pradesh,CHANGLANG,2010,Kharif     ,Maize,860.0,1118.0
Arunachal Pradesh,CHANGLANG,2010,Kharif     ,Rice,9585.0,18265.0
Arunachal Pradesh,CHANGLANG,2010,Rabi       ,Wheat,280.0,574.0
Arunachal Pradesh,CHANGLANG,2010,Whole Year ,Sugarcane,595.0,7740.0
Arunachal Pradesh,CHANGLANG,2011,Kharif     ,Maize,887.0,1183.0
Arunachal Pradesh,CHANGLANG,2011,Kharif     ,Rice,10260.0,20873.0
Arunachal Pradesh,CHANGLANG,2011,Rabi       ,Wheat,280.0,635.0
Arunachal Pradesh,CHANGLANG,2011,Whole Year ,Sugarcane,620.0,8196.0
Arunachal Pradesh,CHANGLANG,2012,Kharif     ,Maize,875.0,1050.0
Arunachal Pradesh,CHANGLANG,2012,Kharif     ,Rice,9605.0,19512.0
Arunachal Pradesh,CHANGLANG,2012,Rabi       ,Wheat,297.0,613.0
Arunachal Pradesh,CHANGLANG,2013,Kharif     ,Maize,880.0,1074.0
Arunachal Pradesh,CHANGLANG,2013,Kharif     ,Rice,9681.0,19750.0
Arunachal Pradesh,CHANGLANG,2013,Rabi       ,Wheat,280.0,521.0
Arunachal Pradesh,CHANGLANG,2013,Whole Year ,Sugarcane,561.0,7097.0
Arunachal Pradesh,CHANGLANG,2014,Kharif     ,Maize,945.0,1476.0
Arunachal Pradesh,CHANGLANG,2014,Kharif     ,Rice,9081.0,20169.0
Arunachal Pradesh,CHANGLANG,2014,Rabi       ,Wheat,373.0,858.0
Arunachal Pradesh,CHANGLANG,2014,Whole Year ,Sugarcane,586.0,7614.0
Arunachal Pradesh,DIBANG VALLEY,1997,Kharif     ,Maize,5212.0,7557.0
Arunachal Pradesh,DIBANG VALLEY,1997,Kharif     ,Rice,10310.0,12400.0
Arunachal Pradesh,DIBANG VALLEY,1997,Rabi       ,Wheat,196.0,294.0
Arunachal Pradesh,DIBANG VALLEY,1998,Kharif     ,Maize,5225.0,7628.0
Arunachal Pradesh,DIBANG VALLEY,1998,Kharif     ,Rice,10320.0,12900.0
Arunachal Pradesh,DIBANG VALLEY,1998,Rabi       ,Wheat,100.0,140.0
Arunachal Pradesh,DIBANG VALLEY,1999,Kharif     ,Maize,6186.0,8245.0
Arunachal Pradesh,DIBANG VALLEY,1999,Kharif     ,Rice,10000.0,13237.0
Arunachal Pradesh,DIBANG VALLEY,1999,Rabi       ,Wheat,131.0,350.0
Arunachal Pradesh,DIBANG VALLEY,2000,Kharif     ,Maize,5780.0,8900.0
Arunachal Pradesh,DIBANG VALLEY,2000,Kharif     ,Rice,10450.0,13400.0
Arunachal Pradesh,DIBANG VALLEY,2000,Rabi       ,Wheat,170.0,250.0
Arunachal Pradesh,DIBANG VALLEY,2000,Whole Year ,Sugarcane,100.0,2000.0
Arunachal Pradesh,DIBANG VALLEY,2001,Kharif     ,Maize,2550.0,3050.0
Arunachal Pradesh,DIBANG VALLEY,2001,Kharif     ,Rice,5400.0,3840.0
Arunachal Pradesh,DIBANG VALLEY,2001,Rabi       ,Wheat,15.0,25.0
Arunachal Pradesh,DIBANG VALLEY,2001,Whole Year ,Sugarcane,80.0,1680.0
Arunachal Pradesh,DIBANG VALLEY,2002,Kharif     ,Maize,936.0,389.0
Arunachal Pradesh,DIBANG VALLEY,2002,Kharif     ,Rice,1691.0,1522.0
Arunachal Pradesh,DIBANG VALLEY,2003,Kharif     ,Maize,950.0,1045.0
Arunachal Pradesh,DIBANG VALLEY,2003,Kharif     ,Rice,1700.0,1700.0
Arunachal Pradesh,DIBANG VALLEY,2004,Kharif     ,Maize,1393.0,1533.0
Arunachal Pradesh,DIBANG VALLEY,2004,Kharif     ,Rice,916.0,870.0
Arunachal Pradesh,DIBANG VALLEY,2005,Kharif     ,Maize,1515.0,1697.0
Arunachal Pradesh,DIBANG VALLEY,2005,Kharif     ,Rice,1000.0,691.0
Arunachal Pradesh,DIBANG VALLEY,2006,Kharif     ,Maize,1846.0,1770.0
Arunachal Pradesh,DIBANG VALLEY,2006,Kharif     ,Rice,1235.0,1273.0
Arunachal Pradesh,DIBANG VALLEY,2007,Kharif     ,Maize,1334.0,1504.0
Arunachal Pradesh,DIBANG VALLEY,2007,Kharif     ,Rice,1200.0,839.0
Arunachal Pradesh,DIBANG VALLEY,2008,Kharif     ,Maize,1350.0,1550.0
Arunachal Pradesh,DIBANG VALLEY,2008,Kharif     ,Rice,1200.0,839.0
Arunachal Pradesh,DIBANG VALLEY,2009,Kharif     ,Maize,1350.0,1550.0
Arunachal Pradesh,DIBANG VALLEY,2009,Kharif     ,Rice,1200.0,838.66
Arunachal Pradesh,DIBANG VALLEY,2010,Kharif     ,Maize,1750.0,2362.0
Arunachal Pradesh,DIBANG VALLEY,2010,Kharif     ,Rice,1585.0,1268.0
Arunachal Pradesh,DIBANG VALLEY,2011,Kharif     ,Maize,1806.0,2500.0
Arunachal Pradesh,DIBANG VALLEY,2011,Kharif     ,Rice,1610.0,1382.0
Arunachal Pradesh,DIBANG VALLEY,2012,Kharif     ,Maize,1825.0,2590.0
Arunachal Pradesh,DIBANG VALLEY,2012,Kharif     ,Rice,1682.0,1420.0
Arunachal Pradesh,DIBANG VALLEY,2012,Whole Year ,Sugarcane,25.0,163.0
Arunachal Pradesh,DIBANG VALLEY,2013,Kharif     ,Maize,1828.0,2650.0
Arunachal Pradesh,DIBANG VALLEY,2013,Kharif     ,Rice,1690.0,1486.0
Arunachal Pradesh,DIBANG VALLEY,2014,Kharif     ,Maize,1828.0,2650.0
Arunachal Pradesh,DIBANG VALLEY,2014,Kharif     ,Rice,1690.0,1485.0
Arunachal Pradesh,EAST KAMENG,1997,Kharif     ,Maize,1485.0,2652.0
Arunachal Pradesh,EAST KAMENG,1997,Kharif     ,Rice,8945.0,9200.0
Arunachal Pradesh,EAST KAMENG,1997,Rabi       ,Wheat,19.0,81.0
Arunachal Pradesh,EAST KAMENG,1998,Kharif     ,Maize,1601.0,3042.0
Arunachal Pradesh,EAST KAMENG,1998,Kharif     ,Rice,8045.0,8190.0
Arunachal Pradesh,EAST KAMENG,1998,Rabi       ,Wheat,5.0,6.0
Arunachal Pradesh,EAST KAMENG,1999,Kharif     ,Maize,1770.0,3468.0
Arunachal Pradesh,EAST KAMENG,1999,Kharif     ,Rice,9595.0,12665.0
Arunachal Pradesh,EAST KAMENG,1999,Rabi       ,Wheat,15.0,19.0
Arunachal Pradesh,EAST KAMENG,1999,Whole Year ,Sugarcane,115.0,1600.0
Arunachal Pradesh,EAST KAMENG,2000,Kharif     ,Maize,1731.0,3115.0
Arunachal Pradesh,EAST KAMENG,2000,Kharif     ,Rice,8200.0,9840.0
Arunachal Pradesh,EAST KAMENG,2000,Rabi       ,Wheat,12.0,17.0
Arunachal Pradesh,EAST KAMENG,2001,Kharif     ,Maize,2750.0,5300.0
Arunachal Pradesh,EAST KAMENG,2001,Kharif     ,Rice,12310.0,16790.0
Arunachal Pradesh,EAST KAMENG,2001,Rabi       ,Wheat,470.0,795.0
Arunachal Pradesh,EAST KAMENG,2002,Kharif     ,Maize,1830.0,3200.0
Arunachal Pradesh,EAST KAMENG,2002,Kharif     ,Rice,8500.0,10715.0
Arunachal Pradesh,EAST KAMENG,2002,Rabi       ,Wheat,16.0,28.0
Arunachal Pradesh,EAST KAMENG,2003,Kharif     ,Maize,2010.0,2697.0
Arunachal Pradesh,EAST KAMENG,2003,Kharif     ,Rice,8510.0,10725.0
Arunachal Pradesh,EAST KAMENG,2003,Rabi       ,Wheat,16.0,28.0
Arunachal Pradesh,EAST KAMENG,2004,Kharif     ,Maize,1995.0,3481.0
Arunachal Pradesh,EAST KAMENG,2004,Kharif     ,Rice,8515.0,6651.0
Arunachal Pradesh,EAST KAMENG,2004,Rabi       ,Wheat,20.0,32.0
Arunachal Pradesh,EAST KAMENG,2005,Kharif     ,Maize,2318.0,3220.0
Arunachal Pradesh,EAST KAMENG,2005,Kharif     ,Rice,8538.0,3158.0
Arunachal Pradesh,EAST KAMENG,2005,Rabi       ,Wheat,23.0,46.0
Arunachal Pradesh,EAST KAMENG,2006,Kharif     ,Maize,4298.0,3497.0
Arunachal Pradesh,EAST KAMENG,2006,Kharif     ,Rice,8235.0,6313.0
Arunachal Pradesh,EAST KAMENG,2006,Rabi       ,Wheat,23.0,47.0
Arunachal Pradesh,EAST KAMENG,2007,Kharif     ,Maize,2453.0,3131.0
Arunachal Pradesh,EAST KAMENG,2007,Kharif     ,Rice,8200.0,6952.0
Arunachal Pradesh,EAST KAMENG,2007,Rabi       ,Wheat,25.0,52.0
Arunachal Pradesh,EAST KAMENG,2008,Kharif     ,Maize,2490.0,3211.0
Arunachal Pradesh,EAST KAMENG,2008,Kharif     ,Rice,8250.0,6933.0
Arunachal Pradesh,EAST KAMENG,2008,Rabi       ,Wheat,27.0,56.0
Arunachal Pradesh,EAST KAMENG,2008,Whole Year ,Sugarcane,25.0,187.0
Arunachal Pradesh,EAST KAMENG,2009,Kharif     ,Maize,2500.0,3245.0
Arunachal Pradesh,EAST KAMENG,2009,Kharif     ,Rice,8260.0,6993.33
Arunachal Pradesh,EAST KAMENG,2009,Rabi       ,Wheat,28.0,57.0
Arunachal Pradesh,EAST KAMENG,2010,Kharif     ,Maize,2510.0,3295.0
Arunachal Pradesh,EAST KAMENG,2010,Kharif     ,Rice,8267.0,7178.0
Arunachal Pradesh,EAST KAMENG,2010,Rabi       ,Wheat,31.0,65.0
Arunachal Pradesh,EAST KAMENG,2011,Kharif     ,Maize,2590.0,3488.0
Arunachal Pradesh,EAST KAMENG,2011,Kharif     ,Rice,8398.0,7822.0
Arunachal Pradesh,EAST KAMENG,2011,Rabi       ,Wheat,31.0,72.0
Arunachal Pradesh,EAST KAMENG,2012,Kharif     ,Maize,2615.0,3608.0
Arunachal Pradesh,EAST KAMENG,2012,Kharif     ,Rice,8768.0,8442.0
Arunachal Pradesh,EAST KAMENG,2012,Rabi       ,Wheat,32.0,75.0
Arunachal Pradesh,EAST KAMENG,2013,Kharif     ,Maize,2635.0,3636.0
Arunachal Pradesh,EAST KAMENG,2013,Kharif     ,Rice,8968.0,9087.0
Arunachal Pradesh,EAST KAMENG,2013,Rabi       ,Wheat,35.0,81.0
Arunachal Pradesh,EAST KAMENG,2014,Kharif     ,Maize,2700.0,4038.0
Arunachal Pradesh,EAST KAMENG,2014,Kharif     ,Rice,8968.0,9436.0
Arunachal Pradesh,EAST KAMENG,2014,Rabi       ,Wheat,128.0,418.0
Arunachal Pradesh,EAST SIANG,1997,Kharif     ,Maize,2332.0,4196.0
Arunachal Pradesh,EAST SIANG,1997,Kharif     ,Rice,10200.0,15525.0
Arunachal Pradesh,EAST SIANG,1997,Rabi       ,Sugarcane,118.0,4932.0
Arunachal Pradesh,EAST SIANG,1997,Rabi       ,Wheat,447.0,670.0
Arunachal Pradesh,EAST SIANG,1998,Kharif     ,Maize,2478.0,4717.0
Arunachal Pradesh,EAST SIANG,1998,Kharif     ,Rice,7323.0,12600.0
Arunachal Pradesh,EAST SIANG,1998,Rabi       ,Wheat,400.0,600.0
Arunachal Pradesh,EAST SIANG,1998,Whole Year ,Sugarcane,133.0,5616.0
Arunachal Pradesh,EAST SIANG,1999,Kharif     ,Maize,2690.0,5060.0
Arunachal Pradesh,EAST SIANG,1999,Kharif     ,Rice,11600.0,19261.0
Arunachal Pradesh,EAST SIANG,1999,Rabi       ,Wheat,450.0,640.0
Arunachal Pradesh,EAST SIANG,1999,Whole Year ,Sugarcane,140.0,5900.0
Arunachal Pradesh,EAST SIANG,2000,Kharif     ,Maize,2740.0,5253.0
Arunachal Pradesh,EAST SIANG,2000,Kharif     ,Rice,12310.0,19500.0
Arunachal Pradesh,EAST SIANG,2000,Rabi       ,Wheat,460.0,665.0
Arunachal Pradesh,EAST SIANG,2000,Whole Year ,Sugarcane,150.0,6100.0
Arunachal Pradesh,EAST SIANG,2001,Kharif     ,Maize,800.0,1000.0
Arunachal Pradesh,EAST SIANG,2001,Kharif     ,Rice,5400.0,5000.0
Arunachal Pradesh,EAST SIANG,2001,Whole Year ,Sugarcane,160.0,6400.0
Arunachal Pradesh,EAST SIANG,2002,Kharif     ,Maize,2760.0,5330.0
Arunachal Pradesh,EAST SIANG,2002,Kharif     ,Rice,12330.0,26605.0
Arunachal Pradesh,EAST SIANG,2002,Rabi       ,Wheat,470.0,845.0
Arunachal Pradesh,EAST SIANG,2002,Whole Year ,Sugarcane,160.0,6500.0
Arunachal Pradesh,EAST SIANG,2003,Kharif     ,Maize,2718.0,5350.0
Arunachal Pradesh,EAST SIANG,2003,Kharif     ,Rice,12100.0,28000.0
Arunachal Pradesh,EAST SIANG,2003,Rabi       ,Wheat,464.0,910.0
Arunachal Pradesh,EAST SIANG,2003,Whole Year ,Sugarcane,160.0,6335.0
Arunachal Pradesh,EAST SIANG,2004,Kharif     ,Maize,2760.0,5401.0
Arunachal Pradesh,EAST SIANG,2004,Kharif     ,Rice,12526.0,17499.0
Arunachal Pradesh,EAST SIANG,2004,Rabi       ,Wheat,500.0,1000.0
Arunachal Pradesh,EAST SIANG,2004,Whole Year ,Sugarcane,15.0,150.0
Arunachal Pradesh,EAST SIANG,2005,Kharif     ,Maize,2845.0,5570.0
Arunachal Pradesh,EAST SIANG,2005,Kharif     ,Rice,12800.0,19535.0
Arunachal Pradesh,EAST SIANG,2005,Rabi       ,Wheat,527.0,1045.0
Arunachal Pradesh,EAST SIANG,2005,Whole Year ,Sugarcane,160.0,6500.0
Arunachal Pradesh,EAST SIANG,2006,Kharif     ,Maize,2883.0,6444.0
Arunachal Pradesh,EAST SIANG,2006,Kharif     ,Rice,13137.0,19729.0
Arunachal Pradesh,EAST SIANG,2006,Rabi       ,Wheat,527.0,1045.0
Arunachal Pradesh,EAST SIANG,2006,Whole Year ,Sugarcane,160.0,6500.0
Arunachal Pradesh,EAST SIANG,2007,Kharif     ,Maize,2900.0,5348.0
Arunachal Pradesh,EAST SIANG,2007,Kharif     ,Rice,13000.0,19799.0
Arunachal Pradesh,EAST SIANG,2007,Rabi       ,Wheat,34.0,67.0
Arunachal Pradesh,EAST SIANG,2007,Whole Year ,Sugarcane,179.0,7280.0
Arunachal Pradesh,EAST SIANG,2008,Kharif     ,Maize,2900.0,6491.0
Arunachal Pradesh,EAST SIANG,2008,Kharif     ,Rice,13142.0,19761.0
Arunachal Pradesh,EAST SIANG,2008,Rabi       ,Wheat,74.0,108.0
Arunachal Pradesh,EAST SIANG,2008,Whole Year ,Sugarcane,195.0,6619.0
Arunachal Pradesh,EAST SIANG,2009,Kharif     ,Maize,3089.0,7908.0
Arunachal Pradesh,EAST SIANG,2009,Kharif     ,Rice,14147.0,20775.33
Arunachal Pradesh,EAST SIANG,2009,Rabi       ,Wheat,74.0,108.0
Arunachal Pradesh,EAST SIANG,2009,Whole Year ,Sugarcane,240.0,9420.0
Arunachal Pradesh,EAST SIANG,2010,Kharif     ,Maize,3243.0,8303.0
Arunachal Pradesh,EAST SIANG,2010,Kharif     ,Rice,15137.0,24103.0
Arunachal Pradesh,EAST SIANG,2010,Rabi       ,Wheat,538.0,1067.0
Arunachal Pradesh,EAST SIANG,2010,Whole Year ,Sugarcane,242.0,9514.0
Arunachal Pradesh,EAST SIANG,2011,Kharif     ,Maize,3346.0,8789.0
Arunachal Pradesh,EAST SIANG,2011,Kharif     ,Rice,15378.0,26268.0
Arunachal Pradesh,EAST SIANG,2011,Rabi       ,Wheat,538.0,1181.0
Arunachal Pradesh,EAST SIANG,2011,Whole Year ,Sugarcane,241.0,9680.0
Arunachal Pradesh,EAST SIANG,2012,Kharif     ,Maize,4050.0,8100.0
Arunachal Pradesh,EAST SIANG,2012,Kharif     ,Rice,16770.0,27098.0
Arunachal Pradesh,EAST SIANG,2012,Rabi       ,Wheat,5.0,11.0
Arunachal Pradesh,EAST SIANG,2012,Whole Year ,Sugarcane,95.0,950.0
Arunachal Pradesh,EAST SIANG,2013,Kharif     ,Maize,4188.0,8231.0
Arunachal Pradesh,EAST SIANG,2013,Kharif     ,Rice,16770.0,27044.0
Arunachal Pradesh,EAST SIANG,2013,Rabi       ,Wheat,10.0,20.0
Arunachal Pradesh,EAST SIANG,2013,Whole Year ,Sugarcane,281.0,10257.0
Arunachal Pradesh,EAST SIANG,2014,Kharif     ,Maize,4252.0,8633.0
Arunachal Pradesh,EAST SIANG,2014,Kharif     ,Rice,16120.0,27463.0
Arunachal Pradesh,EAST SIANG,2014,Rabi       ,Wheat,103.0,357.0
Arunachal Pradesh,EAST SIANG,2014,Whole Year ,Sugarcane,306.0,10774.0
Arunachal Pradesh,KURUNG KUMEY,2002,Kharif     ,Maize,1450.0,1840.0
Arunachal Pradesh,KURUNG KUMEY,2002,Kharif     ,Rice,6300.0,7440.0
